sno,chapter_verse,chapter,verse,eng_def,eng_dict,eng_shloka,sanskrit_shloka,hindi_def,hindi_shloka,telugu_def,telugu_shloka,next,prev
429,11.51,11,51,"Arjun said: O Shree Krishna, seeing Your gentle human form (two-armed), I have regained my composure and my mind is restored to normal.","{""arjunaḥ uvācha"": ""Arjun said"", ""dṛiṣhṭvā"": ""seeing"", ""idam"": ""this"", ""mānuṣham"": ""human"", ""rūpam"": ""form"", ""tava"": ""your"", ""saumyam"": ""gentle"", ""janārdana"": ""he who looks after the public, Krishna"", ""idānīm"": ""now"", ""asmi"": ""I am"", ""saṁvṛittaḥ"": ""composed"", ""sa-chetāḥ"": ""in my mind"", ""prakṛitim"": ""to normality"", ""gataḥ"": ""have become""}","arjuna uvācha 
 dṛiṣhṭvedaṁ mānuṣhaṁ rūpaṁ tava saumyaṁ janārdana 
 idānīm asmi saṁvṛittaḥ sa-chetāḥ prakṛitiṁ gataḥ","अर्जुन उवाच |
दृष्ट्वेदं मानुषं रूपं तव सौम्यं जनार्दन |
इदानीमस्मि संवृत्त: सचेता: प्रकृतिं गत: || 51||",अर्जुन ने कहा-हे जनार्दन! आपके दो भुजा वाले मनोहर मानव रूप को देखकर मुझ में आत्मसंयम लौट आया है और मेरा चित्त स्थिर होकर सामान्य अवस्था में आ गया है।,"अर्जुन उवाच।  
 
दृष्ट्वेदं मानुषं रूपं तव सौम्यं जनार्दन । 
 
इदानीमस्मि संवृत्तः सचेताः प्रकृतिं गतः ॥51॥","అర్జునుడు ఇలా అన్నాడు : ఓ శ్రీ కృష్ణా, నీ యొక్క సౌమ్యమైన (రెండు చేతుల) మనుష్య రూపము చూసి, నా ప్రశాంతతను మళ్ళీ పొందాను మరియు నా మనస్సు సహజ స్థితికి వచ్చినది.","అర్జున ఉవాచ ।  
  దృష్ట్వేదం మానుషం రూపం తవ సౌమ్యం జనార్దన ।  
  ఇదానీమస్మి సంవృత్తః సచేతాః ప్రకృతిం గతః ।। 51 ।।",430,428
430,11.52,11,52,"The Supreme Lord said: This form of Mine that you are seeing is exceedingly difficult to behold. Even the celestial gods are eager to see it. Neither by the study of the Vedas, nor by penance, charity, or fire sacrifices, can I be seen as you have seen Me.","{""śhrī-bhagavān uvācha"": ""the Supreme Lord said"", ""su-durdarśham"": ""exceedingly difficult to behold"", ""idam"": ""this"", ""rūpam"": ""form"", ""dṛiṣhṭavān asi"": ""that you are seeing"", ""yat"": ""which"", ""mama"": ""of mine"", ""devāḥ"": ""the celestial gods"", ""api"": ""even"", ""asya"": ""this"", ""rūpasya"": ""form"", ""nityam"": ""eternally"", ""darśhana-kāṅkṣhiṇaḥ"": ""aspiring to see"", ""na"": ""never"", ""aham"": ""I"", ""vedaiḥ"": ""by study of the Vedas"", ""tapasā"": ""by serious penances"", ""dānena"": ""by charity"", ""cha"": ""also"", ""ijyayā"": ""by worship"", ""śhakyaḥ"": ""it is possible"", ""evam-vidhaḥ"": ""like this"", ""draṣhṭum"": ""to see"", ""dṛiṣhṭavān"": ""seeing"", ""asi"": ""you are"", ""mām"": ""me"", ""yathā"": ""as""}","śhrī-bhagavān uvācha 
 su-durdarśham idaṁ rūpaṁ dṛiṣhṭavān asi yan mama 
 devā apy asya rūpasya nityaṁ darśhana-kāṅkṣhiṇaḥ 
 nāhaṁ vedair na tapasā na dānena na chejyayā 
 śhakya evaṁ-vidho draṣhṭuṁ dṛiṣhṭavān asi māṁ yathā","श्रीभगवानुवाच |
सुदुर्दर्शमिदं रूपं दृष्टवानसि यन्मम |
देवा अप्यस्य रूपस्य नित्यं दर्शनकाङ्क्षिण: || 52||नाहं वेदैर्न तपसा न दानेन न चेज्यया |
शक्य एवंविधो द्रष्टुं दृष्टवानसि मां यथा || 53||","परम प्रभु ने कहा-मेरे जिस रूप का तुम अवलोकन कर रहे हो उसे देख पाना अति दुष्कर है। यहाँ तक कि स्वर्ग के देवताओं को भी इसका दर्शन करने की उत्कंठा होती है। मेरे इस रूप को न तो वेदों के अध्ययन, न ही तपस्या, दान और यज्ञों जैसे साधनों द्वारा देखा जा सकता है जैसाकि तुमने देखा है।","श्रीभगवानउवाच।  
 
सुदुर्दर्शमिदं रूपं दृष्टवानसि यन्मम ।  
 
देवा अप्यस्य रूपस्य नित्यं दर्शनकाड्.क्षिणः ॥52॥ 
 
नाहं वेदैर्न तपसा न दानेन न चेज्यया । 
 
शक्य एवंविधो द्रष्टुं दृष्टवानसि मां यथा ॥53॥","శ్రీ భగవానుడు పలికెను: నీవు చూసే నా ఈ యొక్క రూపము దర్శనం పొందటం ఎంతో దుర్లభమయినది. దేవతలు కూడా దీనిని చూడాలని ఆకాంక్షిస్తుంటారు. వేదాధ్యయనము వలన కానీ, తపస్సులవలన కానీ, దానధర్మాల వలన కానీ, లేదా యజ్ఞముల వలన కానీ, నేను, నీవు ఇందాక చూసినట్టుగా కనిపించను.","శ్రీ భగవానువాచ ।  
  సుదుర్దర్శమిదం రూపం దృష్టవానసి యన్మమ ।  
  దేవా అప్యస్య రూపస్య నిత్యం దర్శనకాంక్షిణః ।। 52 ।।  
  నాహం వేదైర్న తపసా న దానేన న చేజ్యయా ।  
  శక్య ఏవంవిధో ద్రష్టుం దృష్టవానసి మాం యథా ।। 53 ।।",431,429
430,11.53,11,53,"The Supreme Lord said: This form of Mine that you are seeing is exceedingly difficult to behold. Even the celestial gods are eager to see it. Neither by the study of the Vedas, nor by penance, charity, or fire sacrifices, can I be seen as you have seen Me.","{""śhrī-bhagavān uvācha"": ""the Supreme Lord said"", ""su-durdarśham"": ""exceedingly difficult to behold"", ""idam"": ""this"", ""rūpam"": ""form"", ""dṛiṣhṭavān asi"": ""that you are seeing"", ""yat"": ""which"", ""mama"": ""of mine"", ""devāḥ"": ""the celestial gods"", ""api"": ""even"", ""asya"": ""this"", ""rūpasya"": ""form"", ""nityam"": ""eternally"", ""darśhana-kāṅkṣhiṇaḥ"": ""aspiring to see"", ""na"": ""never"", ""aham"": ""I"", ""vedaiḥ"": ""by study of the Vedas"", ""tapasā"": ""by serious penances"", ""dānena"": ""by charity"", ""cha"": ""also"", ""ijyayā"": ""by worship"", ""śhakyaḥ"": ""it is possible"", ""evam-vidhaḥ"": ""like this"", ""draṣhṭum"": ""to see"", ""dṛiṣhṭavān"": ""seeing"", ""asi"": ""you are"", ""mām"": ""me"", ""yathā"": ""as""}","śhrī-bhagavān uvācha 
 su-durdarśham idaṁ rūpaṁ dṛiṣhṭavān asi yan mama 
 devā apy asya rūpasya nityaṁ darśhana-kāṅkṣhiṇaḥ 
 nāhaṁ vedair na tapasā na dānena na chejyayā 
 śhakya evaṁ-vidho draṣhṭuṁ dṛiṣhṭavān asi māṁ yathā","श्रीभगवानुवाच |
सुदुर्दर्शमिदं रूपं दृष्टवानसि यन्मम |
देवा अप्यस्य रूपस्य नित्यं दर्शनकाङ्क्षिण: || 52||नाहं वेदैर्न तपसा न दानेन न चेज्यया |
शक्य एवंविधो द्रष्टुं दृष्टवानसि मां यथा || 53||","परम प्रभु ने कहा-मेरे जिस रूप का तुम अवलोकन कर रहे हो उसे देख पाना अति दुष्कर है। यहाँ तक कि स्वर्ग के देवताओं को भी इसका दर्शन करने की उत्कंठा होती है। मेरे इस रूप को न तो वेदों के अध्ययन, न ही तपस्या, दान और यज्ञों जैसे साधनों द्वारा देखा जा सकता है जैसाकि तुमने देखा है।","श्रीभगवानउवाच।  
 
सुदुर्दर्शमिदं रूपं दृष्टवानसि यन्मम ।  
 
देवा अप्यस्य रूपस्य नित्यं दर्शनकाड्.क्षिणः ॥52॥ 
 
नाहं वेदैर्न तपसा न दानेन न चेज्यया । 
 
शक्य एवंविधो द्रष्टुं दृष्टवानसि मां यथा ॥53॥","శ్రీ భగవానుడు పలికెను: నీవు చూసే నా ఈ యొక్క రూపము దర్శనం పొందటం ఎంతో దుర్లభమయినది. దేవతలు కూడా దీనిని చూడాలని ఆకాంక్షిస్తుంటారు. వేదాధ్యయనము వలన కానీ, తపస్సులవలన కానీ, దానధర్మాల వలన కానీ, లేదా యజ్ఞముల వలన కానీ, నేను, నీవు ఇందాక చూసినట్టుగా కనిపించను.","శ్రీ భగవానువాచ ।  
  సుదుర్దర్శమిదం రూపం దృష్టవానసి యన్మమ ।  
  దేవా అప్యస్య రూపస్య నిత్యం దర్శనకాంక్షిణః ।। 52 ।।  
  నాహం వేదైర్న తపసా న దానేన న చేజ్యయా ।  
  శక్య ఏవంవిధో ద్రష్టుం దృష్టవానసి మాం యథా ।। 53 ।।",431,429
431,11.54,11,54,"O Arjun, by unalloyed devotion alone can I be known as I am, standing before you. Thereby, on receiving My divine vision, O scorcher of foes, one can enter into union with Me.","{""bhaktyā"": ""by devotion"", ""tu"": ""alone"", ""ananyayā"": ""unalloyed"", ""śhakyaḥ"": ""possible"", ""aham"": ""I"", ""evam-vidhaḥ"": ""like this"", ""arjuna"": ""Arjun"", ""jñātum"": ""to be known"", ""draṣhṭum"": ""to be seen"", ""cha"": ""and"", ""tattvena"": ""truly"", ""praveṣhṭum"": ""to enter into (union with me)"", ""parantapa"": ""scorcher of foes""}","bhaktyā tv ananyayā śhakya aham evaṁ-vidho ’rjuna 
 jñātuṁ draṣhṭuṁ cha tattvena praveṣhṭuṁ cha parantapa","भक्त्या त्वनन्यया शक्य अहमेवंविधोऽर्जुन |
ज्ञातुं द्रष्टुं च तत्त्वेन प्रवेष्टुं च परन्तप || 54||",हे अर्जुन! मैं जिस रूप में तुम्हारे समक्ष खड़ा हूँ उसे केवल अनन्य भक्ति से जाना जा सकता है। हे शत्रुहंता! इस प्रकार मेरी दिव्य दृष्टि प्राप्त होने पर ही कोई वास्तव में मुझमें एकीकृत हो सकता है।,"भक्त्या त्वनन्यया शक्य अहमेवंविधोऽर्जुन ।  
 
ज्ञातुं द्रष्टुं च तत्त्वेन प्रवेष्टुं च परन्तप ॥54॥","ఓ అర్జునా, అనన్యమైన భక్తి చేత మాత్రమే నేను నీ ముందే నిల్చుని ఉన్న నన్నుగా యదార్థముగా తెలుసుకోబడుతాను. ఓ పరంతపా, అందువలన నా దివ్య దృష్టిని పొందిన పిదప నాతో ఏకీభావ స్థితిని పొందవచ్చు.","భక్త్యా త్వనన్యయా శక్య అహమేవంవిధోఽర్జున ।  
  జ్ఞాతుం ద్రష్టుం చ తత్త్వేన ప్రవేష్టుం చ పరంతప ।। 54 ।।",432,430
432,11.55,11,55,"Those who perform all their duties for My sake, who depend upon Me and are devoted to Me, who are free from attachment, and are without malice toward all beings, such devotees certainly come to Me.","{""mat-karma-kṛit"": ""perform duties for my sake"", ""mat-paramaḥ"": ""considering me the Supreme"", ""mat-bhaktaḥ"": ""devoted to me"", ""saṅga-varjitaḥ"": ""free from attachment"", ""nirvairaḥ"": ""without malice"", ""sarva-bhūteṣhu"": ""toward all entities"", ""yaḥ"": ""who"", ""saḥ"": ""he"", ""mām"": ""to me"", ""eti"": ""comes"", ""pāṇḍava"": ""Arjun, the son of Pandu""}","mat-karma-kṛin mat-paramo mad-bhaktaḥ saṅga-varjitaḥ 
 nirvairaḥ sarva-bhūteṣhu yaḥ sa mām eti pāṇḍava","मत्कर्मकृन्मत्परमो मद्भक्त: सङ्गवर्जित: |
निर्वैर: सर्वभूतेषु य: स मामेति पाण्डव || 55||","वे जो मेरे प्रति अपने कर्तव्यों का पालन करते हैं, जो मुझ पर ही भरोसा करते हैं, आसक्ति रहित रहते हैं और किसी भी प्राणी से द्वेष नहीं रखते। ऐसे भक्त निश्चित रूप से मुझे प्राप्त करते हैं।","मत्कर्मकृन्मत्परमो मद्भक्तः सङ्गवर्जितः । 
 
निर्वैरः सर्वभूतेषु यः स मामेति पाण्डव ॥55॥","ఎవరైతే అన్ని కర్మలనూ నా కొరకే చేస్తారో, నా పైనే ఆధారపడతారో మరియు నా పట్ల భక్తితో ఉంటారో, మమకారాసక్తులు లేకుండా ఉంటారో, సర్వ భూతముల పట్ల విరోధభావము లేకుండా ఉంటారో, అటువంటి భక్తులు తప్పకుండా నన్నే చేరుకుంటారు.","మత్కర్మకృన్మత్పరమో మద్భక్తః సంగవర్జితః ।  
  నిర్వైరః సర్వభూతేషు యః స మామేతి పాండవ ।। 55 ।।",433,431
433,12.1,12,1,"Arjun inquired: Between those who are steadfastly devoted to Your personal form and those who worship the formless Brahman, whom do You consider to be more perfect in Yog? <br>","{""arjunaḥ uvācha"": ""Arjun said"", ""evam"": ""thus"", ""satata"": ""steadfastly"", ""yuktāḥ"": ""devoted"", ""ye"": ""those"", ""bhaktāḥ"": ""devotees"", ""tvām"": ""you"", ""paryupāsate"": ""worship"", ""cha"": ""and"", ""api"": ""also"", ""akṣharam"": ""the imperishable"", ""avyaktam"": ""the formless Brahman"", ""teṣhām"": ""of them"", ""ke"": ""who"", ""yoga-vit-tamāḥ"": ""more perfect in Yog""}","arjuna uvācha 
 evaṁ satata-yuktā ye bhaktās tvāṁ paryupāsate 
 ye chāpy akṣharam avyaktaṁ teṣhāṁ ke yoga-vittamāḥ","अर्जुन उवाच |
एवं सततयुक्ता ये भक्तास्त्वां पर्युपासते |
ये चाप्यक्षरमव्यक्तं तेषां के योगवित्तमा: || 1||",अर्जुन ने पूछा। आपके साकार रूप पर दृढ़तापूर्वक निरन्तर समर्पित होने वालों को या आपके अव्यक्त निराकार रूप की आराधना करने वालों में से आप किसे योग में पूर्ण मानते हैं?,"अर्जुन उवाच।  
 
एवं सततयुक्ता ये भक्तास्त्वां पर्युपासते। 
 
ये चाप्यक्षरमव्यक्तं तेषां के योगवित्तमाः ॥1॥","అర్జునుడు ఇలా అడిగెను: నీ యొక్క సాకార రూపము పట్ల స్థిరముగా భక్తితో ఉండేవారు మరియు నిరాకార బ్రహ్మన్ ను ఉపాసించే వారు – వీరిలో, యోగములో ఎవరు ఎక్కువ శ్రేష్ఠులు అని నీవు పరిగణిస్తావు?","అర్జున ఉవాచ ।  
  ఏవం సతతయుక్తా యే భక్తాస్త్వాం పర్యుపాసతే ।  
  యే చాప్యక్షరమవ్యక్తం తేషాం కే యోగవిత్తమాః ।। 1 ।।",434,432
434,12.2,12,2,"The Lord said: Those who fix their minds on Me and always engage in My devotion with steadfast faith, I consider them to be the best yogis.","{""śhrī-bhagavān uvācha"": ""the Lord said"", ""mayi"": ""on Me"", ""āveśhya"": ""fix"", ""manaḥ"": ""the mind"", ""ye"": ""those"", ""mām"": ""Me"", ""nitya yuktāḥ"": ""always engaged"", ""upāsate"": ""worship"", ""śhraddhayā"": ""with faith"", ""parayā"": ""best"", ""upetāḥ"": ""endowed"", ""te"": ""they"", ""me"": ""by Me"", ""yukta-tamāḥ"": ""situated highest in Yog"", ""matāḥ"": ""I consider""}","śhrī-bhagavān uvācha 
 mayy āveśhya mano ye māṁ nitya-yuktā upāsate 
 śhraddhayā parayopetās te me yuktatamā matāḥ","श्रीभगवानुवाच |
मय्यावेश्य मनो ये मां नित्ययुक्ता उपासते |
श्रद्धया परयोपेतास्ते मे युक्ततमा मता: || 2||","आनंदमयी भगवान ने कहा-वे जो अपने मन को मुझमें स्थिर करते हैं और सदैव दृढ़तापूर्वक पूर्ण श्रद्धा के साथ मेरी भक्ति में तल्लीन रहते हैं, मैं उन्हें सर्वश्रेष्ठ योगी मानता हूँ।","श्रीभगवानुवाच।  
 
मय्यावेश्य मनो ये मां नित्ययुक्ता उपासते । 
 
श्रद्धया परयोपेतास्ते मे युक्ततमा मताः ॥2॥",శ్రీ భగవానుడు ఇలా పలికెను: నా పైనే తమ మనస్సులను లగ్నం చేసి మరియు సతతమూ నా పట్ల దృఢ విశ్వాసంతో భక్తిలో నిమగ్నమైన వారు అత్యుత్తమ యోగులని నేను పరిగణిస్తాను.,"శ్రీ భగవానువాచ ।  
  మయ్యావేశ్య మనో యే మాం నిత్యయుక్తా ఉపాసతే ।  
  శ్రద్ధయా పరాయోపేతాస్తే మే యుక్తతమా మతాః ।। 2 ।।",435,433
435,12.3,12,3,"But those who worship the formless aspect of the Absolute Truth—the imperishable, the indefinable, the unmanifest, the all-pervading, the unthinkable, the unchanging, the eternal, and the immoveable—by restraining their senses and being even-minded everywhere, such persons, engaged in the welfare of all beings, also attain Me.","{""ye"": ""who"", ""tu"": ""but"", ""akṣharam"": ""the imperishable"", ""anirdeśhyam"": ""the indefinable"", ""avyaktam"": ""the unmanifest"", ""paryupāsate"": ""worship"", ""sarvatra-gam"": ""the all-pervading"", ""achintyam"": ""the unthinkable"", ""cha"": ""and"", ""kūṭa-stham"": ""the unchanging"", ""achalam"": ""the immovable"", ""dhruvam"": ""the eternal"", ""sanniyamya"": ""restraining"", ""indriya-grāmam"": ""the senses"", ""sarvatra"": ""everywhere"", ""sama-buddhayaḥ"": ""even-minded"", ""te"": ""they"", ""prāpnuvanti"": ""attain"", ""mām"": ""Me"", ""eva"": ""also"", ""sarva-bhūta-hite"": ""in the welfare of all beings"", ""ratāḥ"": ""engaged""}","ye tv akṣharam anirdeśhyam avyaktaṁ paryupāsate 
 sarvatra-gam achintyañcha kūṭa-stham achalandhruvam 
 sanniyamyendriya-grāmaṁ sarvatra sama-buddhayaḥ 
 te prāpnuvanti mām eva sarva-bhūta-hite ratāḥ","ये त्वक्षरमनिर्देश्यमव्यक्तं पर्युपासते |
सर्वत्रगमचिन्त्यञ्च कूटस्थमचलन्ध्रुवम् || 3||सन्नियम्येन्द्रियग्रामं सर्वत्र समबुद्धय: |
ते प्राप्नुवन्ति मामेव सर्वभूतहिते रता: || 4||","लेकिन जो लोग अपनी इन्द्रियों को निग्रह करके सर्वत्र समभाव से मेरे परम सत्य, निराकार, अविनाशी, निर्वचनीय, अव्यक्त, सर्वव्यापक, अकल्पनीय, अपरिवर्तनीय, शाश्वत और अचल रूप की पूजा करते हैं, वे सभी जीवों के कल्याण में संलग्न रहकर मुझे प्राप्त करते हैं।","ये त्वक्षरमनिर्देश्यमव्यक्तं पर्युपासते ।  
 
सर्वत्रगमचिन्त्यञ्च कूटस्थमचलन्ध्रुवम् ॥3॥ 
 
सन्नियम्येन्द्रियग्रामं सर्वत्र समबुद्धयः । 
 
ते प्राप्नुवन्ति मामेव सर्वभूतहिते रताः ॥4॥","నాశరహితుడూ, అనిర్వచనీయమైన వాడు, అవ్యక్తమూ, సర్వవ్యాపి, మనోబుద్ధులకు అతీతుడు, మార్పు లేనివాడు, నిత్యశాశ్వతుడూ, మరియు నిశ్చలమైన వాడునూ - అయిన పరమ సత్యము యొక్క నిరాకార తత్త్వాన్ని - ఇంద్రియములను నిగ్రహించి, సర్వత్రా సమబుద్ధితో ఉంటూ, సర్వభూతముల సంక్షేమం కోసం నిమగ్నమై ఉంటూ - ఆరాధించేవారు కూడా నన్ను పొందుతారు.","యే త్వక్షరమనిర్దేశ్యమవ్యక్తం పర్యుపాసతే ।  
  సర్వత్రగమచింత్యం చ కూటస్థమచలం ధ్రువమ్ ।। 3 ।।  
  సన్నియమ్యేంద్రియగ్రామం సర్వత్ర సమబుద్ధయః ।  
  తే ప్రాప్నువంతి మామేవ సర్వభూతహితే రతాః ।। 4 ।।",436,434
435,12.4,12,4,"But those who worship the formless aspect of the Absolute Truth—the imperishable, the indefinable, the unmanifest, the all-pervading, the unthinkable, the unchanging, the eternal, and the immoveable—by restraining their senses and being even-minded everywhere, such persons, engaged in the welfare of all beings, also attain Me.","{""ye"": ""who"", ""tu"": ""but"", ""akṣharam"": ""the imperishable"", ""anirdeśhyam"": ""the indefinable"", ""avyaktam"": ""the unmanifest"", ""paryupāsate"": ""worship"", ""sarvatra-gam"": ""the all-pervading"", ""achintyam"": ""the unthinkable"", ""cha"": ""and"", ""kūṭa-stham"": ""the unchanging"", ""achalam"": ""the immovable"", ""dhruvam"": ""the eternal"", ""sanniyamya"": ""restraining"", ""indriya-grāmam"": ""the senses"", ""sarvatra"": ""everywhere"", ""sama-buddhayaḥ"": ""even-minded"", ""te"": ""they"", ""prāpnuvanti"": ""attain"", ""mām"": ""Me"", ""eva"": ""also"", ""sarva-bhūta-hite"": ""in the welfare of all beings"", ""ratāḥ"": ""engaged""}","ye tv akṣharam anirdeśhyam avyaktaṁ paryupāsate 
 sarvatra-gam achintyañcha kūṭa-stham achalandhruvam 
 sanniyamyendriya-grāmaṁ sarvatra sama-buddhayaḥ 
 te prāpnuvanti mām eva sarva-bhūta-hite ratāḥ","ये त्वक्षरमनिर्देश्यमव्यक्तं पर्युपासते |
सर्वत्रगमचिन्त्यञ्च कूटस्थमचलन्ध्रुवम् || 3||सन्नियम्येन्द्रियग्रामं सर्वत्र समबुद्धय: |
ते प्राप्नुवन्ति मामेव सर्वभूतहिते रता: || 4||","लेकिन जो लोग अपनी इन्द्रियों को निग्रह करके सर्वत्र समभाव से मेरे परम सत्य, निराकार, अविनाशी, निर्वचनीय, अव्यक्त, सर्वव्यापक, अकल्पनीय, अपरिवर्तनीय, शाश्वत और अचल रूप की पूजा करते हैं, वे सभी जीवों के कल्याण में संलग्न रहकर मुझे प्राप्त करते हैं।","ये त्वक्षरमनिर्देश्यमव्यक्तं पर्युपासते ।  
 
सर्वत्रगमचिन्त्यञ्च कूटस्थमचलन्ध्रुवम् ॥3॥ 
 
सन्नियम्येन्द्रियग्रामं सर्वत्र समबुद्धयः । 
 
ते प्राप्नुवन्ति मामेव सर्वभूतहिते रताः ॥4॥","నాశరహితుడూ, అనిర్వచనీయమైన వాడు, అవ్యక్తమూ, సర్వవ్యాపి, మనోబుద్ధులకు అతీతుడు, మార్పు లేనివాడు, నిత్యశాశ్వతుడూ, మరియు నిశ్చలమైన వాడునూ - అయిన పరమ సత్యము యొక్క నిరాకార తత్త్వాన్ని - ఇంద్రియములను నిగ్రహించి, సర్వత్రా సమబుద్ధితో ఉంటూ, సర్వభూతముల సంక్షేమం కోసం నిమగ్నమై ఉంటూ - ఆరాధించేవారు కూడా నన్ను పొందుతారు.","యే త్వక్షరమనిర్దేశ్యమవ్యక్తం పర్యుపాసతే ।  
  సర్వత్రగమచింత్యం చ కూటస్థమచలం ధ్రువమ్ ।। 3 ।।  
  సన్నియమ్యేంద్రియగ్రామం సర్వత్ర సమబుద్ధయః ।  
  తే ప్రాప్నువంతి మామేవ సర్వభూతహితే రతాః ।। 4 ।।",436,434
436,12.5,12,5,"For those whose minds are attached to the unmanifest, the path of realization is full of tribulations.  Worship of the unmanifest is exceedingly difficult for embodied beings.","{""kleśhaḥ"": ""tribulations"", ""adhika-taraḥ"": ""full of"", ""teṣhām"": ""of those"", ""avyakta"": ""to the unmanifest"", ""āsakta"": ""attached"", ""chetasām"": ""whose minds"", ""avyaktā"": ""the unmanifest"", ""hi"": ""indeed"", ""gatiḥ"": ""path"", ""duḥkham"": ""exceedingly difficult"", ""deha-vadbhiḥ"": ""for the embodied"", ""avāpyate"": ""is reached""}","kleśho ’dhikataras teṣhām avyaktāsakta-chetasām 
 avyaktā hi gatir duḥkhaṁ dehavadbhir avāpyate",क्लेशोऽधिकतरस्तेषामव्यक्तासक्तचेतसाम् ||अव्यक्ता हि गतिर्दु:खं देहवद्भिरवाप्यते || 5||,जिन लोगों का मन भगवान के अव्यक्त रूप पर आसक्त होता है उनके लिए भगवान की अनुभूति का मार्ग अतिदुष्कर और कष्टों से भरा होता है। अव्यक्त रूप की उपासना देहधारी जीवों के लिए अत्यंत दुष्कर होती है।,"क्लेशोऽधिकतरस्तेषामव्यक्तासक्तचेतसाम् । 
 
अव्यक्ता हि गतिर्दुःखं देहवद्भिरवाप्यते ॥5॥","మనస్సు యందు అవ్యక్తము పట్ల ఆసక్తి ఉన్నవారికి, సిద్ధి పథము చాలా కష్టములతో కూడుకున్నది. అవ్యక్తమును ఆరాధించటం అనేది శరీరబద్ధులైన జీవులకు చాలా కష్టతరమైనది.","క్లేశోఽధికతరస్తేషామ్ అవ్యక్తాసక్తచేతసామ్ ।।  
  అవ్యక్తా హి గతిర్దుఃఖం దేహవద్భిరవాప్యతే ।। 5 ।।",437,435
437,12.6,12,6,"But those who dedicate all their actions to Me, regarding Me as the Supreme goal, worshiping Me and meditating on Me with exclusive devotion, O Parth, I swiftly deliver them from the ocean of birth and death, for their consciousness is united with Me.","{""ye"": ""who"", ""tu"": ""but"", ""sarvāṇi"": ""all"", ""karmāṇi"": ""actions"", ""mayi"": ""with Me"", ""sannyasya"": ""dedicating"", ""mat-parāḥ"": ""regarding Me as the Supreme goal"", ""ananyena"": ""exclusively"", ""eva"": ""certainly"", ""yogena"": ""with devotion"", ""mām"": ""Me"", ""dhyāyantaḥ"": ""meditating"", ""upāsate"": ""worship"", ""teṣhām"": ""of those"", ""aham"": ""I"", ""samuddhartā"": ""the deliverer"", ""mṛityu-saṁsāra-sāgarāt"": ""from the ocean of birth and death"", ""bhavāmi"": ""(I) become"", ""na"": ""not"", ""chirāt"": ""after a long time"", ""pārtha"": ""Arjun, the son of Pritha"", ""āveśhita chetasām"": ""of those whose consciousness is united""}","ye tu sarvāṇi karmāṇi mayi sannyasya mat-parāḥ  
 ananyenaiva yogena māṁ dhyāyanta upāsate 
 teṣhām ahaṁ samuddhartā mṛityu-saṁsāra-sāgarāt 
 bhavāmi na chirāt pārtha mayy āveśhita-chetasām","ये तु सर्वाणि कर्माणि मयि संन्न्यस्य मत्परा: |
अनन्येनैव योगेन मां ध्यायन्त उपासते || 6||तेषामहं समुद्धर्ता मृत्युसंसारसागरात् |
भवामि नचिरात्पार्थ मय्यावेशितचेतसाम् || 7||","लेकिन जो अपने सभी कर्मों को मुझे समर्पित करते हैं और मुझे परम लक्ष्य समझकर मेरी आराधना करते हैं और अनन्य भक्ति भाव से मेरा ध्यान करते हैं, मन को मुझमें स्थिर कर अपनी चेतना को मेरे साथ एकीकृत कर देते हैं। हे पार्थ! मैं उन्हें शीघ्र जन्म-मृत्यु के सागर से पार कर उनका उद्धार करता हूँ।","ये तु सर्वाणि कर्माणि मयि संत्र्यस्य मत्परः।  
 
अनन्येनैव योगेन मां ध्यायन्त उपासते ॥6॥ 
 
तेषामहं समुद्धर्ता मृत्युसंसारसागरात्। 
 
भवामि नचिरात्पार्थ मय्यावेशितचेतसाम् ॥7॥","కానీ, తాము చేసే కర్మలన్నింటినీ నాకే సమర్పిస్తూ, నన్నే పరమ లక్ష్యముగా భావిస్తూ, నన్నే ఆరాధిస్తూ మరియు అనన్య భక్తితో నా మీదే ధ్యానం చేసే వారిని, ఓ పార్థా, నేను వారిని శీఘ్రముగానే ఈ మృత్యుసంసారసాగరము నుండి విముక్తి చేస్తాను, ఏలనన వారి అంతఃకరణ నా యందే ఏకమైపోయి ఉంటుంది.","యే తు సర్వాణి కర్మాణి మయి సన్న్యస్య మత్పరాః ।  
  అనన్యేనైవ యోగేన మాం ధ్యాయంత ఉపాసతే ।। 6 ।।  
  తేషామహం సముద్ధర్తా మృత్యుసంసారసాగరాత్ ।  
  భవామి నచిరాత్ పార్థ మయ్యావేశితచేతసామ్ ।। 7 ।।",438,436
